ticket_id,account_id,account_name,segment,region,billing_country,plan_name,plan_family,support_tier,workspace_id,workspace_name,environment_tier,opened_by_user_id,opened_at,first_response_at,resolved_at,priority,category,ticket_status,csat_score,first_response_minutes,resolution_minutes,response_sla_minutes,met_response_sla,is_open_ticket,ticket_age_days,opened_month,resolved_month
T10224,A1064,Atlas Health,smb,NA,US,Starter Monthly,starter,standard,,,,U3635,2025-06-15 11:18:22,2025-06-15 20:37:22,2025-06-17 05:25:22,low,billing,resolved,5,559,2527,1440,true,false,2,2025-06-01,2025-06-01
T10231,A1067,Maple Energy,mid_market,NA,CA,Growth Monthly,growth,priority,,,,U3663,2025-06-04 13:28:16,2025-06-04 16:20:16,2025-06-06 12:13:16,medium,cancellation,resolved,5,172,2805,240,true,false,2,2025-06-01,2025-06-01
T10234,A1067,Maple Energy,mid_market,NA,CA,Growth Monthly,growth,priority,,,,U3663,2025-04-15 19:58:10,2025-04-15 20:39:10,2025-04-16 09:26:10,high,cancellation,resolved,4,41,808,60,true,false,1,2025-04-01,2025-04-01
T10236,A1068,Helio Health,enterprise,APAC,SG,Enterprise Monthly,enterprise,premium,,,,U3679,2025-04-25 17:06:36,2025-04-25 17:11:36,2025-04-28 04:20:36,urgent,cancellation,resolved,5,5,3554,30,true,false,3,2025-04-01,2025-04-01
T10245,A1070,Helio Manufacturing,smb,APAC,NZ,Starter Monthly,starter,standard,,,,U3697,2025-06-09 14:37:07,2025-06-09 17:33:07,2025-06-09 22:50:07,medium,cancellation,resolved,4,176,493,240,true,false,0,2025-06-01,2025-06-01
T10246,A1070,Helio Manufacturing,smb,APAC,NZ,Starter Monthly,starter,standard,,,,U3697,2025-04-28 01:53:59,2025-04-28 02:39:59,2025-04-28 04:05:59,high,billing,resolved,4,46,132,60,true,false,0,2025-04-01,2025-04-01
T10248,A1071,Evergreen Group,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,,,,U3706,2025-04-18 13:15:21,2025-04-18 14:50:21,2025-04-20 19:23:21,medium,cancellation,resolved,4,95,3248,240,true,false,2,2025-04-01,2025-04-01
T10257,A1074,Granite Analytics,mid_market,NA,CA,Growth Monthly,growth,priority,,,,U3753,2025-04-17 13:43:52,2025-04-18 01:22:52,2025-04-20 17:30:52,low,billing,resolved,5,699,4547,1440,true,false,3,2025-04-01,2025-04-01
T10265,A1076,Atlas Solutions,mid_market,EMEA,UK,Growth Monthly,growth,priority,,,,U3774,2025-06-24 13:38:25,2025-06-24 14:17:25,2025-06-26 13:55:25,high,cancellation,resolved,5,39,2897,60,true,false,2,2025-06-01,2025-06-01
T10269,A1077,Evergreen Foods,mid_market,NA,CA,Growth Monthly,growth,priority,,,,U3783,2025-06-19 20:59:50,2025-06-19 21:46:50,2025-06-20 17:51:50,high,billing,resolved,4,47,1252,60,true,false,1,2025-06-01,2025-06-01
T10271,A1078,Beacon Foods,mid_market,EMEA,FR,Growth Monthly,growth,priority,,,,U3796,2025-04-13 14:55:05,2025-04-13 18:19:05,2025-04-14 13:29:05,medium,cancellation,resolved,4,204,1354,240,true,false,1,2025-04-01,2025-04-01
T10276,A1079,Nova Foods,enterprise,EMEA,FR,Enterprise Annual,enterprise,premium,,,,U3823,2025-05-25 23:01:24,2025-05-26 03:17:24,2025-05-26 16:06:24,low,billing,resolved,2,256,1025,1440,true,false,1,2025-05-01,2025-05-01
T10289,A1081,River Collective,mid_market,NA,CA,Enterprise Monthly,enterprise,premium,,,,U3841,2025-06-15 08:08:53,2025-06-15 08:31:53,2025-06-17 06:39:53,urgent,billing,resolved,5,23,2791,30,true,false,2,2025-06-01,2025-06-01
T10293,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,,,,U3847,2025-05-02 02:35:01,2025-05-02 18:53:01,2025-05-04 11:43:01,low,cancellation,resolved,1,978,3428,1440,true,false,2,2025-05-01,2025-05-01
T10294,A1082,Summit Manufacturing,mid_market,NA,US,Starter Monthly,starter,standard,,,,U3847,2025-06-05 19:41:59,2025-06-05 23:44:59,2025-06-07 13:58:59,medium,cancellation,resolved,3,243,2537,240,false,false,2,2025-06-01,2025-06-01
T10316,A1088,Cedar Partners,smb,APAC,NZ,Starter Monthly,starter,standard,,,,U3891,2025-06-01 22:14:46,2025-06-02 09:01:46,2025-06-03 11:53:46,low,billing,resolved,5,647,2259,1440,true,false,2,2025-06-01,2025-06-01
